site_ID,sample_dt,state_abb,HUC02_code,d2H__permil,d18O__permil,latitude,longitude,elevation__m,mean_annual_air_temp__degC,annual_precip__mm,d2H_precip_annual__permil,d18O_precip_annual__permil,dist2coast__km,d2H_precip_season_1__permil,d2H_precip_season_2__permil,d18O_precip_season_1__permil,d18O_precip_season_2__permil
USGS - 431204112223201,1984-05-23,ID,17,-132,-17.12,43.20102616,-112.3763672,1363.9134410240779,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431206112224101,1984-10-04,ID,17,-131,-16.95,43.2015817,-112.3788673,1364.8277964035356,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431210112222801,1984-01-31,ID,17,-133,-17.6,43.2026928,-112.375256,1365.437366656507,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431210112222801,1984-04-13,ID,17,-133,-17.51,43.2026928,-112.375256,1365.437366656507,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431210112222801,1984-05-24,ID,17,-132,-16.71,43.2026928,-112.375256,1365.437366656507,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431210112222801,1984-07-26,ID,17,-136,-17.33,43.2026928,-112.375256,1365.437366656507,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431210112222801,1984-10-04,ID,17,-133,-17.25,43.2026928,-112.375256,1365.437366656507,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431215112221601,1984-02-01,ID,17,-135,-17.5,43.20408175,-112.3719226,1365.6446205425175,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431215112221601,1984-04-11,ID,17,-134,-17.32,43.20408175,-112.3719226,1365.6446205425175,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431215112221601,1984-05-23,ID,17,-133,-16.78,43.20408175,-112.3719226,1365.6446205425175,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431215112221601,1984-07-24,ID,17,-135,-17.42,43.20408175,-112.3719226,1365.6446205425175,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431215112221601,1984-10-10,ID,17,-133,-17.06,43.20408175,-112.3719226,1365.6446205425175,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431217112223401,1984-04-11,ID,17,-134,-17.63,43.20463727,-112.3769228,1365.1051508686376,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431217112223401,1984-05-22,ID,17,-133,-17.36,43.20463727,-112.3769228,1365.1051508686376,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431217112223401,1984-07-24,ID,17,-135,-17.44,43.20463727,-112.3769228,1365.1051508686376,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431217112223401,1984-10-10,ID,17,-133,-16.91,43.20463727,-112.3769228,1365.1051508686376,7.75,268.9499979019165,-107.11822815427334,-14.330063522372052,906.369,-125.56706770922649,-87.37282654602316,-16.83405930493125,-11.650089932232222
USGS - 431218112214901,1984-02-02,ID,17,-134,-17.54,43.2049151,-112.3644224,1365.117342273697,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431218112214901,1984-04-13,ID,17,-136,-17.47,43.2049151,-112.3644224,1365.117342273697,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431218112214901,1984-05-25,ID,17,-132,-16.66,43.2049151,-112.3644224,1365.117342273697,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431218112214901,1984-07-27,ID,17,-136,-17.29,43.2049151,-112.3644224,1365.117342273697,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431218112214901,1984-10-04,ID,17,-134,-17.43,43.2049151,-112.3644224,1365.117342273697,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431222093313301,1997-07-29,IA,7,-55.8,-8.47,43.2059722,-93.5257778,365.6019506248095,7.650000095367432,850.4300060272217,-52.894120363809485,-7.952235052237242,1344.9655,-84.2288491526401,-41.78559990535773,-11.965330589319546,-6.529546668343006
USGS - 431224112222201,1984-07-24,ID,17,-134,-17.39,43.20652618,-112.3737282,1365.8244437671442,7.75,268.9499979019165,-106.97015663526709,-14.31276807286573,906.369,-125.42920358454418,-87.21383024657706,-16.818397569695996,-11.631045950049609
USGS - 431232112220301,1984-02-02,ID,17,-136,-17.44,43.20880399,-112.3683114,1365.5348978969826,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431232112220301,1984-04-13,ID,17,-135,-17.29,43.20880399,-112.3683114,1365.5348978969826,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431232112220301,1984-05-25,ID,17,-133,-16.85,43.20880399,-112.3683114,1365.5348978969826,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431232112220301,1984-07-27,ID,17,-134,-17.3,43.20880399,-112.3683114,1365.5348978969826,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431232112220301,1984-10-04,ID,17,-133,-17.05,43.20880399,-112.3683114,1365.5348978969826,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431235112220401,1984-01-31,ID,17,-134,-17.62,43.2096373,-112.3685892,1366.2480950929594,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431235112220401,1984-04-11,ID,17,-135,-17.47,43.2096373,-112.3685892,1366.2480950929594,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431235112220401,1984-05-23,ID,17,-134,-17.06,43.2096373,-112.3685892,1366.2480950929594,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431235112220401,1984-07-19,ID,17,-136,-17.44,43.2096373,-112.3685892,1366.2480950929594,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431235112220401,1984-10-10,ID,17,-132,-17.55,43.2096373,-112.3685892,1366.2480950929594,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431237112213801,1984-02-02,ID,17,-136,-17.47,43.2101929,-112.3613667,1365.6080463273393,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431237112213801,1984-04-13,ID,17,-134,-17.39,43.2101929,-112.3613667,1365.6080463273393,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431237112213801,1984-05-25,ID,17,-132,-16.29,43.2101929,-112.3613667,1365.6080463273393,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431237112213801,1984-07-27,ID,17,-131,-16.12,43.2101929,-112.3613667,1365.6080463273393,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431237112213801,1984-10-04,ID,17,-132,-17.05,43.2101929,-112.3613667,1365.6080463273393,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431240082511400,2016-09-06,MI,4,-61.3,-9.5,43.21119444,-82.85388889,248.09509295946356,8.109999656677246,803.9699897766113,-62.529635686744875,-9.342117597764604,713.8404375,-87.80845830694228,-45.73883063671023,-12.744768097325638,-7.081994847054581
USGS - 431242112215801,1984-01-31,ID,17,-134,-17.19,43.21158178,-112.3669225,1366.1231331911001,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431242112215801,1984-04-10,ID,17,-135,-17.43,43.21158178,-112.3669225,1366.1231331911001,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431242112215801,1984-05-22,ID,17,-133,-17.2,43.21158178,-112.3669225,1366.1231331911001,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431242112215801,1984-07-18,ID,17,-134,-17.55,43.21158178,-112.3669225,1366.1231331911001,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431242112215801,1984-10-03,ID,17,-133,-17.26,43.21158178,-112.3669225,1366.1231331911001,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431250073434701,2018-05-16,NY,2,-65.6,-9.95,43.21413889,-73.7298333,115.20877781164279,7.480000019073486,1090.1599884033203,-61.66565032163044,-9.172383591552201,234.247390625,-80.54177155888847,-44.54864687837613,-11.642480215522577,-6.932482172223904
USGS - 431256112214901,1984-04-10,ID,17,-134,-17.34,43.21547069,-112.3633113,1366.88204815605,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431256112214901,1984-05-22,ID,17,-133,-16.9,43.21547069,-112.3633113,1366.88204815605,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431256112214901,1984-07-19,ID,17,-135,-17.31,43.21547069,-112.3633113,1366.88204815605,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431256112214901,1984-10-10,ID,17,-131,-17.15,43.21547069,-112.3633113,1366.88204815605,7.75,268.9499979019165,-106.84122568917616,-14.296966617950085,906.369,-125.3154311846565,-87.068675406164,-16.80439075501071,-11.6133237268789
USGS - 431307112213701,1984-04-10,ID,17,-135,-17.43,43.2183333,-112.3601667,1367.7506857665346,7.75,268.9499979019165,-107.19689218639806,-14.340216729263174,906.369,-125.69342142312237,-87.40044930159235,-16.850386736405692,-11.653634994700218
USGS - 431307112213701,1984-05-23,ID,17,-134,-17.21,43.2183333,-112.3601667,1367.7506857665346,7.75,268.9499979019165,-107.19689218639806,-14.340216729263174,906.369,-125.69342142312237,-87.40044930159235,-16.850386736405692,-11.653634994700218
USGS - 431307112213701,1984-07-19,ID,17,-132,-17.35,43.2183333,-112.3601667,1367.7506857665346,7.75,268.9499979019165,-107.19689218639806,-14.340216729263174,906.369,-125.69342142312237,-87.40044930159235,-16.850386736405692,-11.653634994700218
USGS - 431307112213701,1984-10-10,ID,17,-130,-16.83,43.2183333,-112.3601667,1367.7506857665346,7.75,268.9499979019165,-107.19689218639806,-14.340216729263174,906.369,-125.69342142312237,-87.40044930159235,-16.850386736405692,-11.653634994700218
USGS - 431309112271201,1984-04-12,ID,17,-133,-17.55,43.21908116,-112.4541475,1357.2081682413898,7.820000171661377,266.45000076293945,-106.66113694635374,-14.267190283463995,899.6133125,-125.36375507887541,-87.19500955632769,-16.810785033744665,-11.619756673985425
USGS - 431309112271201,1984-05-25,ID,17,-132,-17.07,43.21908116,-112.4541475,1357.2081682413898,7.820000171661377,266.45000076293945,-106.66113694635374,-14.267190283463995,899.6133125,-125.36375507887541,-87.19500955632769,-16.810785033744665,-11.619756673985425
USGS - 431309112271201,1986-08-07,ID,17,-134,-17.95,43.21908116,-112.4541475,1357.2081682413898,7.820000171661377,266.45000076293945,-106.66113694635374,-14.267190283463995,899.6133125,-125.36375507887541,-87.19500955632769,-16.810785033744665,-11.619756673985425
USGS - 431327073425401,2018-05-11,NY,2,-63.2,-9.66,43.22416667,-73.7150833,127.09539774459006,8.329999923706055,1065.4100036621094,-62.08743801878333,-9.253049233945852,234.247390625,-81.51659094941913,-44.95575872457077,-11.785790985072726,-7.0198011682156425
USGS - 431336073420901,2018-04-13,NY,2,-52.6,-7.11,43.2267222,-73.70263889,124.96190185918927,8.329999923706055,1065.4100036621094,-60.87273693949473,-9.05712543895999,234.247390625,-79.76729194383384,-44.21244004544839,-11.537101387243695,-6.870403682773051
USGS - 431339093155901,1997-07-30,IA,7,-50.8,-7.81,43.2275,-93.2664444,348.38159097836024,7.670000076293945,885.1299991607666,-52.753780086485854,-7.942468960319069,1332.393125,-83.78712828109481,-41.30298564419876,-11.924597219474448,-6.473129218753182
USGS - 431342073425301,2018-09-03,NY,2,-69.1,-10.57,43.2285,-73.7148611,104.54129838463882,8.329999923706055,1065.4100036621094,-61.185598121667,-9.09848110905006,234.247390625,-80.14518342674454,-44.467960686289835,-11.585331132617867,-6.905698129642177
USGS - 431343073420101,2018-09-12,NY,2,-63.5,-9.27,43.2288333,-73.70038889,95.09295946357817,8.329999923706055,1065.4100036621094,-60.87273693949473,-9.05712543895999,234.247390625,-79.76729194383384,-44.21244004544839,-11.537101387243695,-6.870403682773051
USGS - 431344073420101,2018-06-24,NY,2,-62.5,-9.21,43.2289722,-73.7004722,95.39774459006401,8.329999923706055,1065.4100036621094,-60.87273693949473,-9.05712543895999,234.247390625,-79.76729194383384,-44.21244004544839,-11.537101387243695,-6.870403682773051
USGS - 431344073420201,2019-03-20,NY,2,-63.2,-9.33,43.22905556,-73.7005556,NaN,8.329999923706055,1065.4100036621094,-60.87273693949473,-9.05712543895999,234.247390625,-79.76729194383384,-44.21244004544839,-11.537101387243695,-6.870403682773051
USGS - 431413104283601,2014-08-25,WY,10,-114,-14.89,43.237,-104.4766944,1187.7476379152697,8.550000190734863,358.99999475479126,-87.59911593943285,-11.658738885550795,1472.737875,-126.68325529205505,-74.62907016352082,-16.700868931097432,-9.985511374086984
USGS - 431438092262201,1997-08-20,IA,7,-56.3,-8.65,43.2438333,-92.4393333,357.95184395001525,7.449999809265137,898.9499988555908,-52.92903825699826,-7.985303478180709,1289.526125,-84.64841960205109,-40.98807068069973,-12.0391867750236,-6.459192748355209
USGS - 431504072235601,2014-07-17,NH,1,-59.9,-9.1,43.25128936,-72.39805218,152.39256324291375,7.550000190734863,1067.4400024414062,-61.41250581282379,-9.047352113674698,137.67278125,-79.61668904281288,-45.33260349643694,-11.422395799577005,-6.949456700680342
USGS - 431520119245001,2017-10-31,OR,17,-116,-13.96,43.2554972,-119.4140083,1266.686985675099,7.869999885559082,234.92000007629395,-100.36929977514929,-13.62438104110755,385.40153125,-110.3166152389872,-88.27526897532714,-14.941123701454583,-12.023474102133374
USGS - 431530104324701,2014-06-17,WY,10,-130,-16.96,43.25819444,-104.5464722,1206.9491008838768,8.449999809265137,344.7899956703186,-88.6309983834478,-11.797079526022362,1466.76075,-127.39920517222237,-75.448606852869,-16.794229731830825,-10.097893639350037
USGS - 431551118503601,2018-10-18,OR,17,-109,-13.8,43.26419444,-118.8433333,1276.1353245961598,7.880000114440918,244.47999572753906,-100.97979960167932,-13.695575754167365,433.19553125,-110.3304885206535,-88.26430685433425,-14.966202541228958,-11.9677195677981
USGS - 431623088041001,1993-09-07,WI,4,-59.8,-9.32,43.2722222,-88.0691944,275.83053946967385,8,856.689998626709,-52.53944184290178,-7.646593940248017,1076.435625,-80.38415272077035,-38.216422029616076,-11.353359407119477,-5.739873653742774
USGS - 431640072415801,2017-07-20,VT,1,-70.6,-10.64,43.2778333,-72.6995556,356.59859798841813,6.130000114440918,1274.1700057983398,-64.64397474157627,-9.525177202807539,160.989359375,-84.37072500543451,-46.69575770886691,-12.05397447762947,-7.224372441946246
USGS - 431645089341001,1980-09-06,WI,7,-61.5,-9.6,43.27915667,-89.5695652,259.0673575129534,8,870.1300144195557,-52.33358492463816,-7.645020701193812,1144.672625,-82.21798248081761,-39.269248066260545,-11.566029476742248,-5.9309028328780204
USGS - 431725093310801,1996-07-10,IA,7,-57.4,-8.53,43.2900833,-93.519,377.93355684242607,7.579999923706055,853.6799964904785,-53.3902147408419,-8.009466735087202,1340.6165,-85.05346731795107,-42.17615616698944,-12.069338664636204,-6.571596707919171
USGS - 431812088094001,1993-09-07,WI,4,-63,-9.75,43.3036111,-88.1610833,265.46784516915574,7.909999847412109,858.7999954223633,-52.68004514960494,-7.664111842961695,1076.06,-80.722429490386,-38.37085385156157,-11.392311044982817,-5.761723116700304
USGS - 431823083390801,1986-08-14,MI,4,-61.5,-9.3,43.30641319,-83.6521823,NaN,8.420000076293945,827.9199981689453,-61.829263199636465,-9.190089090886937,772.616,-87.1919804247413,-44.92061305280781,-12.608496150823434,-6.91112784275506
USGS - 431827091473401,2013-08-14,IA,7,-56.1,-8.65,43.3074721,-91.7929317,261.77689728741234,8.0600004196167,881.5899963378906,-52.08341030810907,-7.8051732609786,1248.538875,-83.69288736526444,-40.54104428205301,-11.890676199230201,-6.313330525804315
USGS - 431952114164601,1981-06-03,ID,17,-139,-18.2,43.3299972,-114.2798083,1490.3992685156963,6.679999828338623,313.42999744415283,-108.83966516888391,-14.426781749777257,774.5278125,-121.54298387689438,-87.1387528900239,-16.17802633194535,-11.435153685671716
USGS - 432053088114301,1993-09-08,WI,4,-64.3,-9.65,43.3474722,-88.2003611,301.7372752209692,7.710000038146973,851.599983215332,-53.04018274070699,-7.739277183676709,1078.23925,-81.38942802417807,-38.56661431876404,-11.49952918232794,-5.819498921076928
USGS - 432203070283201,1999-10-14,ME,1,-50.9,-7.92,43.36762778,-70.47580278,15.239256324291373,8.0600004196167,1276.030014038086,-59.204082862376666,-8.72657121344507,6.87686865234375,-73.890702897708735,-43.82787297104597,-10.675178125873344,-6.686470189802985
USGS - 432242088082401,1993-09-08,WI,4,-67.5,-10.14,43.37788889,-88.1401111,286.4980188966778,7.849999904632568,843.0999946594238,-53.07266195492238,-7.74335201243927,1069.197375,-81.10165519201529,-38.44674770822771,-11.465071451030532,-5.801307588275581
USGS - 432319104140501,2013-10-22,WY,10,-94.4,-12.25,43.38869444,-104.23475,1117.6470588235293,8.579999923706055,353.4499979019165,-88.12726449346131,-11.70464213140669,1484.548875,-128.3214871878046,-75.43790060877039,-16.870139129415307,-10.07388860894049
USGS - 432344118481701,2017-04-18,OR,17,-112,-13.33,43.395475,-118.8048528,1250.838159097836,7.840000152587891,244.89999866485596,-100.63515706037336,-13.697785915694652,431.2761875,-109.77114389942388,-87.86802423427207,-14.95092612717923,-11.94657854571256
USGS - 432428073311501,2014-07-01,NY,4,-61.2,-9.32,43.40875,-73.5440833,87.47333130143248,7.909999847412109,1037.690013885498,-59.753404701267264,-8.883474208739578,231.873859375,-79.11160958935982,-43.56486658868954,-11.431143033155852,-6.752954533386569
USGS - 432433083291501,1986-08-13,MI,4,-68,-10.2,43.4091892,-83.4874551,NaN,8.300000190734863,832.3399963378906,-62.67536292046322,-9.308059758901239,766.00975,-88.29039656194853,-45.83129129137952,-12.761308187997184,-7.037254130838243
USGS - 432500082320001,2013-09-04,MI,4,-68.7,-10.19,43.4333333,-82.5416944,182.26150563852482,8.050000190734863,847.8400001525879,-63.581899080699124,-9.48685725767759,706.0935625,-88.0636953991233,-45.67897669294559,-12.791579589142898,-7.070196918018014
USGS - 432533112100701,1986-08-07,ID,17,-131,-17.6,43.42574724,-112.1694182,1417.2508381590978,7.079999923706055,280.6899995803833,-106.59194717546909,-14.25197002622593,907.9484375,-126.83948787288573,-87.19882410051532,-16.999670244958534,-11.620218871979677
USGS - 432604124163701,1986-06-01,OR,17,-46,-7,43.434279,-124.278172,3.3526363913441024,10.899999618530273,1617.979995727539,NA,NA,NA,NA,NA,NA,NA
USGS - 432628118471201,2017-04-18,OR,17,-114,-13.36,43.44097778,-118.7866944,1253.2764401097227,7.670000076293945,262.0000009536743,-101.92661652021171,-13.874703530466954,434.42534375,-110.84502067449226,-88.22306312783223,-15.095889196095646,-11.99829350523067
USGS - 432703124145801,1986-05-28,OR,17,-41,-6.4,43.45066825,-124.2506712,6.705272782688205,11.289999961853027,1633.269995689392,-52.552781461979684,-7.5348357676008115,NA,-53.95928483919029,-47.11627459406921,-7.759690988359643,-6.6657109163403
USGS - 432708070465901,2001-07-31,ME,1,-57.4,-8.83,43.45242778,-70.78253889,91.43553794574824,7.949999809265137,1304.6999969482422,-61.074951975842794,-8.972587751320862,32.8883515625,-76.74878511944578,-44.619491594810924,-11.031259518823187,-6.811253477244652
USGS - 432717087585601,1994-08-01,WI,4,-61,-9.11,43.4548333,-87.9824722,265.1630600426699,7.920000076293945,843.7299995422363,-53.098477408905225,-7.756539200576929,1053.31,-81.05257257563343,-38.14762157762336,-11.468545022777807,-5.771224911346837
USGS - 432721083230001,1986-08-11,MI,4,-64.5,-9.6,43.45668837,-83.3866186,NaN,8.260000228881836,834.1599884033203,-62.516149091956585,-9.310368451185676,762.899,-88.18818958685459,-45.948672967064645,-12.769628899311924,-7.077931353697581
USGS - 432755090213002,1990-08-31,WI,7,-58.5,-8.95,43.46525667,-90.3584609,234.68454739408716,7.559999942779541,898.5500030517578,-53.25372999849344,-7.8057195841123255,1166.162375,-84.50102156208912,-40.60356105393163,-11.878139268902459,-6.157039167574839
USGS - 432755090213004,1990-08-31,WI,7,-61.5,-9.15,43.46525667,-90.3584609,234.68454739408716,7.559999942779541,898.5500030517578,-53.25372999849344,-7.8057195841123255,1166.162375,-84.50102156208912,-40.60356105393163,-11.878139268902459,-6.157039167574839
USGS - 432755090213005,1990-08-31,WI,7,-59.5,-8.95,43.46525667,-90.3584609,234.68454739408716,7.559999942779541,898.5500030517578,-53.25372999849344,-7.8057195841123255,1166.162375,-84.50102156208912,-40.60356105393163,-11.878139268902459,-6.157039167574839
USGS - 432755090213007,1990-08-31,WI,7,-59.5,-9.2,43.46525667,-90.3584609,234.68454739408716,7.559999942779541,898.5500030517578,-53.25372999849344,-7.8057195841123255,1166.162375,-84.50102156208912,-40.60356105393163,-11.878139268902459,-6.157039167574839
USGS - 432802124135301,1987-03-05,OR,17,-33,-4.64,43.46705745,-124.232615,6.09570252971655,11.289999961853027,1633.269995689392,-52.80412552940399,-7.5696385542661035,4.045501953125,-54.24511262915623,-47.234329896556964,-7.799024308690722,-6.683001984781848
USGS - 432823124135201,1987-03-05,OR,17,-47,-7.15,43.47289086,-124.2323374,6.09570252971655,11.289999961853027,1633.269995689392,-52.80412552940399,-7.5696385542661035,4.045501953125,-54.24511262915623,-47.234329896556964,-7.799024308690722,-6.683001984781848
USGS - 432834116213801,1976-08-02,ID,17,-127,-17.6,43.47599835,-116.3615085,835.720816824139,10.5600004196167,266.14000272750854,-100.88924206650871,-13.29006204859015,624.4859375,-109.5309266173777,-87.70199016777084,-14.541277823340925,-11.380700651235713
USGS - 432946093161901,1997-08-18,IA,7,-74,-10.58,43.49613889,-93.2720833,371.88052423041756,7.320000171661377,856.7700061798096,-54.842145364797666,-8.160333110805686,1310.61125,-87.26584073454138,-43.19004978498983,-12.337831209145591,-6.659066650597156
USGS - 433003110521501,2005-05-11,WY,17,-136,-17.67,43.50088889,-110.8715833,1874.428527887839,3.759999990463257,747.6199855804443,-119.56296595671382,-16.059671071849966,992.8670625,-138.18609945802083,-86.3756362346885,-18.479169935548747,-11.74800643183356
USGS - 433003110521501,2005-08-25,WY,17,-133,-17.58,43.50088889,-110.8715833,1874.428527887839,3.759999990463257,747.6199855804443,-119.56296595671382,-16.059671071849966,992.8670625,-138.18609945802083,-86.3756362346885,-18.479169935548747,-11.74800643183356
USGS - 433003110521501,2005-12-20,WY,17,-133,-16.68,43.50088889,-110.8715833,1874.428527887839,3.759999990463257,747.6199855804443,-119.56296595671382,-16.059671071849966,992.8670625,-138.18609945802083,-86.3756362346885,-18.479169935548747,-11.74800643183356
USGS - 433003110521501,2006-05-03,WY,17,-136,-17.42,43.50088889,-110.8715833,1874.428527887839,3.759999990463257,747.6199855804443,-119.56296595671382,-16.059671071849966,992.8670625,-138.18609945802083,-86.3756362346885,-18.479169935548747,-11.74800643183356
USGS - 433003110521502,2005-05-11,WY,17,-136,-17.18,43.5008611,-110.8715556,1874.1024078024993,3.759999990463257,747.6199855804443,-119.56296595671382,-16.059671071849966,992.8670625,-138.18609945802083,-86.3756362346885,-18.479169935548747,-11.74800643183356
USGS - 433003110521502,2005-08-25,WY,17,-134,-17.49,43.5008611,-110.8715556,1874.1024078024993,3.759999990463257,747.6199855804443,-119.56296595671382,-16.059671071849966,992.8670625,-138.18609945802083,-86.3756362346885,-18.479169935548747,-11.74800643183356
USGS - 433003110521502,2005-12-20,WY,17,-133,-16.95,43.5008611,-110.8715556,1874.1024078024993,3.759999990463257,747.6199855804443,-119.56296595671382,-16.059671071849966,992.8670625,-138.18609945802083,-86.3756362346885,-18.479169935548747,-11.74800643183356
USGS - 433003110521502,2006-05-03,WY,17,-137,-18.37,43.5008611,-110.8715556,1874.1024078024993,3.759999990463257,747.6199855804443,-119.56296595671382,-16.059671071849966,992.8670625,-138.18609945802083,-86.3756362346885,-18.479169935548747,-11.74800643183356
USGS - 433003110521503,2005-05-11,WY,17,-135,-17.29,43.50080556,-110.8715833,1872.7613532459613,3.759999990463257,747.6199855804443,-119.56296595671382,-16.059671071849966,992.8670625,-138.18609945802083,-86.3756362346885,-18.479169935548747,-11.74800643183356
USGS - 433003110521503,2005-08-25,WY,17,-134,-16.79,43.50080556,-110.8715833,1872.7613532459613,3.759999990463257,747.6199855804443,-119.56296595671382,-16.059671071849966,992.8670625,-138.18609945802083,-86.3756362346885,-18.479169935548747,-11.74800643183356
